"path_id"	"path_name"	"path_class"
"1040"	"rno05012"	"Parkinson disease"	"Human Diseases"
"1041"	"rno05014"	"Amyotrophic lateral sclerosis"	"Human Diseases"
"1042"	"rno05016"	"Huntington disease"	"Human Diseases"
"1043"	"rno05017"	"Spinocerebellar ataxia"	"Human Diseases"
"1044"	"rno05020"	"Prion disease"	"Human Diseases"
"1045"	"rno05022"	"Pathways of neurodegeneration - multiple diseases"	"Human Diseases"
"1046"	"rno05030"	"Cocaine addiction"	"Human Diseases"
"1047"	"rno05031"	"Amphetamine addiction"	"Human Diseases"
"1048"	"rno05032"	"Morphine addiction"	"Human Diseases"
"1049"	"rno05033"	"Nicotine addiction"	"Human Diseases"
"1050"	"rno05034"	"Alcoholism"	"Human Diseases"
"1051"	"rno05417"	"Lipid and atherosclerosis"	"Human Diseases"
"1052"	"rno05418"	"Fluid shear stress and atherosclerosis"	"Human Diseases"
"1053"	"rno05410"	"Hypertrophic cardiomyopathy"	"Human Diseases"
"1054"	"rno05412"	"Arrhythmogenic right ventricular cardiomyopathy"	"Human Diseases"
"1055"	"rno05414"	"Dilated cardiomyopathy"	"Human Diseases"
"1056"	"rno05415"	"Diabetic cardiomyopathy"	"Human Diseases"
"1057"	"rno05416"	"Viral myocarditis"	"Human Diseases"
"1058"	"rno04930"	"Type II diabetes mellitus"	"Human Diseases"
"1059"	"rno04940"	"Type I diabetes mellitus"	"Human Diseases"
"1060"	"rno04950"	"Maturity onset diabetes of the young"	"Human Diseases"
"1061"	"rno04936"	"Alcoholic liver disease"	"Human Diseases"
"1062"	"rno04932"	"Non-alcoholic fatty liver disease"	"Human Diseases"
"1063"	"rno04931"	"Insulin resistance"	"Human Diseases"
"1064"	"rno04933"	"AGE-RAGE signaling pathway in diabetic complications"	"Human Diseases"
"1065"	"rno04934"	"Cushing syndrome"	"Human Diseases"
"1066"	"rno01521"	"EGFR tyrosine kinase inhibitor resistance"	"Human Diseases"
"1067"	"rno01524"	"Platinum drug resistance"	"Human Diseases"
"1068"	"rno01523"	"Antifolate resistance"	"Human Diseases"
"1069"	"rno01522"	"Endocrine resistance"	"Human Diseases"
